latitude,longitude,altitude,imu_acc_x,imu_acc_y,imu_acc_z,imu_gyro_x,imu_gyro_y,imu_gyro_z,lidar_distance,speed,obstacle_detected
32.17279,-102.83795,281.22418,0.21788102,0.5898887,-0.25993958,-58.027237,-0.760927,-61.298298,43.547863,15.316057,False
31.205013,-101.23483,238.29465,0.2325008,0.7952745,-0.8001393,20.143099,13.603827,-86.68457,41.91545,15.117093,False
24.697205,-79.36291,143.47614,0.13329816,0.9091654,-1.2649488,86.615974,22.87219,-90.47384,31.735266,12.5837555,False
33.327354,-107.25924,288.5917,0.24511369,0.63149035,-0.33197394,-47.42647,1.8536034,-68.766556,45.315086,15.823794,False
33.123295,-106.00343,295.58063,0.23185615,0.5699316,-0.18375781,-68.93848,-2.343316,-60.307716,45.03682,15.682931,False
13.020727,-39.80504,88.92801,-0.3741427,0.35850623,-0.57069814,-1.0800575,-1.1111019,18.8917,14.999837,7.9279776,False
29.770401,-108.50618,321.06992,-0.40387005,0.033171747,-0.20330241,-18.95454,1.9065754,52.45379,43.123043,15.818859,False
39.129414,-128.83916,336.77454,0.37059504,0.7675742,-0.51157117,-20.584435,9.965968,-96.68917,54.241814,18.306551,False
36.672703,-135.36723,402.3979,-0.34028763,-0.05244299,-0.002948314,-15.59692,2.0101876,75.1347,54.52543,18.651993,False
39.051613,-130.31526,390.18015,-0.683612,1.3673581,-0.21766487,-103.07163,-7.305244,-63.238983,55.104935,16.890823,False
33.41425,-109.15304,261.86197,0.27496338,0.81296825,-0.78321517,17.99717,14.340885,-92.82114,45.335915,16.030245,False
43.754826,-151.74127,463.35742,-0.6804979,1.1018195,-0.09208438,-98.80822,-5.1343884,-36.71228,63.475647,19.498852,False
56.05476,-182.68095,404.80588,0.724282,1.1591896,1.1122899,101.79417,-18.893646,190.38884,82.15042,19.180622,False
24.343079,-84.28382,227.35033,-0.30168664,0.21295315,-0.26292428,-0.37368703,-0.5978814,51.48849,33.744453,12.707549,False
23.458153,-75.55711,119.157524,0.1207937,0.97180665,-1.4558256,114.113075,27.459314,-96.59026,29.771255,12.14006,False
32.8793,-106.94173,261.29266,0.2594477,0.7751082,-0.7033669,6.3481445,11.8481865,-86.91168,44.528774,15.7774515,False
25.45477,-79.97814,188.2605,0.11045712,0.675313,-0.6594149,-1.0553186,6.591605,-60.975677,33.059044,12.6705675,False
29.65149,-105.326866,309.602,-0.451644,0.29089478,-0.24317113,-31.201256,0.06324041,29.883345,42.32735,15.208636,False
33.20857,-107.11084,282.47635,0.2477761,0.6622286,-0.41209385,-35.82786,3.9978454,-72.61092,45.11123,15.804585,False
38.339375,-132.43546,398.90585,-0.6190629,0.9311948,-0.1706244,-79.66801,-4.1427045,-23.449053,55.02657,17.546045,False
35.268578,-115.205864,292.01364,0.3000441,0.76003015,-0.59955955,-8.367209,10.28813,-89.04283,48.249535,16.732765,False
26.033028,-85.26957,138.17078,0.1788967,1.0476929,-1.5742527,131.63782,32.12686,-111.02221,33.723072,13.256482,False
41.80965,-148.98996,411.9897,-0.095072985,0.21521273,0.26944482,10.877023,-2.7093263,103.11813,62.012585,19.081484,False
25.425224,-87.32751,230.8089,-0.2559613,0.26075074,-0.20927003,4.4582977,-1.4602859,56.971855,35.348274,12.8445,False
50.70793,-170.4741,457.91562,0.5955639,0.87582135,-0.4616951,-26.205872,14.898738,-130.89578,72.15863,23.10703,False
22.77932,-69.24858,134.40189,-0.0049348474,0.6690862,-0.112648994,38.211773,-7.413875,68.741745,29.800915,9.667008,False
44.759438,-155.99176,477.7549,-0.6799679,1.0699815,-0.0682368,-99.28343,-4.865492,-33.621975,65.19122,19.998882,False
20.245598,-61.49587,129.40305,0.013684839,0.6550956,-0.75303376,11.791921,6.3346505,-49.336964,24.980377,10.537697,False
33.64403,-107.69015,156.88232,-0.24344146,0.1796402,-0.13983276,89.44889,-14.00376,124.22593,44.642902,16.382576,False
15.890168,-47.844414,115.08851,-0.4457298,0.6567236,-0.5593904,-21.289835,-3.118982,-6.3070703,18.991741,8.511771,False
33.94379,-121.62658,364.32718,-0.48254132,0.3314223,-0.16709843,-41.784576,-0.047284186,27.650068,49.245102,16.961918,False
40.79416,-134.23885,364.4429,0.3925013,0.716135,-0.3369147,-45.67315,6.0575457,-92.78099,56.86,18.933546,False
32.6784,-105.09256,278.88483,0.23548174,0.64448845,-0.38242272,-40.20182,2.8911867,-69.361084,44.29888,15.57272,False
39.65512,-148.11928,454.67233,-0.43801087,-0.07052039,0.0006301105,-33.780567,3.057629,64.5401,59.51372,20.284025,False
34.622208,-112.93501,284.3176,0.28843054,0.7600876,-0.6175964,-5.842883,10.433112,-87.93674,47.24548,16.470528,False
44.643253,-152.5341,326.8602,0.5466211,1.261024,-1.5924734,136.86443,42.767654,-171.18712,62.496105,21.009457,False
41.24051,-147.58163,411.76175,-0.12568355,0.18056957,0.23711526,7.5115604,-2.1099494,99.778946,61.19854,19.060877,False
32.085064,-107.04514,201.2601,0.2967149,1.1057793,-1.5519508,129.24567,34.809044,-129.10033,43.08715,15.767093,False
30.438828,-96.690994,261.54105,0.18576983,0.58375096,-0.29259023,-53.534603,-0.8053241,-57.50274,40.85835,14.606655,False
42.376442,-153.5137,438.02396,-0.17104536,0.09560416,0.23480386,0.8578758,-0.9405679,99.05609,63.300415,19.936121,False
53.351643,-183.33733,426.90643,0.70670944,1.2840376,-1.4089663,111.47507,42.4532,-189.22194,76.008354,24.564878,False
43.311745,-157.47325,484.7593,-0.5451262,0.39404252,0.0027131736,-63.63,-0.10412848,25.036903,64.403465,20.844545,False
40.457985,-150.9659,464.17087,-0.4473856,-0.043756686,0.012062401,-36.68945,2.9001257,62.44512,60.762882,20.570347,False
25.451305,-83.07528,133.87521,0.16576642,1.03055,-1.5474986,127.67858,31.072329,-107.761665,32.830257,13.004261,False
39.60205,-128.63857,374.92975,0.34596464,0.55490816,0.033121914,-99.47636,-4.792659,-69.49041,55.109707,18.297728,False
25.338432,-88.20677,251.90674,-0.43381768,0.32053232,-0.32987657,-23.975912,-0.3276426,25.974552,35.21194,13.294199,False
44.18344,-145.15657,422.0954,0.43574452,0.60276246,0.040312737,-99.88266,-2.4951007,-83.68617,62.195873,20.201916,False
34.222416,-111.43577,253.6755,0.13740516,0.6806668,0.2405169,46.459045,-8.952242,103.05079,48.28932,13.788179,False
35.01033,-116.25114,254.81183,0.33017838,0.9831294,-1.1644021,73.475235,25.719004,-117.98532,47.708096,16.838427,False
40.752945,-139.31949,272.6223,0.48481795,1.3131306,-1.8303953,170.81306,47.207397,-171.34818,56.420525,19.479992,False
32.988716,-109.54555,223.80554,0.30093288,1.0286587,-1.3341537,97.79951,29.29706,-120.49831,44.539288,16.061022,False
28.552376,-91.329834,99.49165,-0.5233066,-0.12628196,-0.47299966,86.8834,-12.715609,109.23373,36.012646,16.206228,False
46.832035,-156.21248,423.03226,0.5144797,0.8025414,-0.38577542,-37.75096,10.693978,-114.56421,66.18427,21.465107,False
47.468357,-159.45007,384.9654,0.3301248,0.73452663,0.6668674,59.51589,-11.354008,144.70462,69.56529,18.339659,False
31.68983,-102.21467,120.43844,-0.49488628,-0.13525766,-0.39293268,94.949295,-13.9629135,121.76288,40.782757,17.409382,False
43.349396,-142.12595,413.9204,0.4189792,0.5913532,0.04573354,-100.78337,-3.0987713,-80.747505,60.907543,19.852718,False
37.57069,-121.577515,349.42087,0.3108192,0.56373215,-0.045159906,-88.410034,-3.7410266,-67.15343,51.948845,17.48176,False
29.792713,-94.03068,260.67084,0.16721389,0.5392109,-0.19913629,-67.17139,-3.7336876,-50.5227,39.882763,14.302463,False
29.497143,-91.53865,160.85075,0.035226405,0.62511957,0.029282272,64.54905,-11.359333,100.43975,39.54084,12.389218,False
48.68,-164.61763,403.38782,0.32128808,0.7011671,0.68924856,57.387527,-10.985843,146.67897,71.63,18.963264,False
45.03297,-151.72054,369.65146,0.5147462,1.0116041,-0.95819914,44.977646,25.494717,-139.00497,63.258343,20.932316,False
34.593575,-112.2834,293.60672,0.27810103,0.69714236,-0.46103868,-28.540834,6.1016107,-79.59605,47.24059,16.39953,False
35.803295,-117.49568,291.19302,0.31696558,0.8069631,-0.7020745,6.5681343,13.405689,-96.146126,49.0506,16.994015,False
20.889786,-63.27503,145.5332,0.016632468,0.59972775,-0.59681976,-10.762917,2.3791008,-43.15473,26.015806,10.7468815,False
30.29441,-100.415634,290.97388,-0.58734596,0.994679,-0.33354697,-66.58836,-4.9303493,-31.457384,41.735374,13.957318,False
18.634075,-63.270134,168.33565,-0.37623858,0.2076098,-0.44146523,-5.042219,0.1988483,33.799835,24.522507,10.663301,False
24.871288,-80.760864,131.80527,0.15042809,0.9989861,-1.4846607,118.48938,29.024115,-102.60538,31.94918,12.739127,False
33.234543,-106.29605,302.39423,0.1839475,0.5764713,-0.117245525,-80.33513,-4.5216265,-56.370056,45.266,15.6476145,False
41.50363,-143.02443,434.04242,-0.6672801,1.0965011,-0.13429245,-94.03069,-5.190234,-36.93626,59.810303,18.544703,False
30.481522,-96.53595,267.38043,0.1810992,0.5489094,-0.2042866,-66.3288,-3.2164145,-52.985462,40.946575,14.591098,False
23.265575,-72.76678,153.8084,0.079689205,0.73032916,-0.8575312,27.359337,10.860689,-64.450905,29.623981,11.83413,False
37.658443,-128.3861,324.90118,0.03407094,0.47267607,0.2548435,30.588615,-6.168106,103.21593,54.495502,16.170168,False
37.63605,-138.2017,420.71997,-0.4635901,0.12394479,-0.06630322,-39.147247,1.5864155,46.919712,55.76134,18.995958,False
41.783527,-137.5074,379.84677,0.40657452,0.69235504,-0.25008103,-58.121117,4.20304,-91.353455,58.411743,19.312582,False
48.2697,-160.99005,444.92767,0.53542775,0.7711755,-0.26759663,-54.68236,8.219213,-112.91047,68.43715,22.018919,False
38.13025,-128.765,264.81952,0.41385728,1.160256,-1.5208215,125.57305,37.244194,-146.69151,52.44284,18.27151,False
43.433903,-143.28307,399.89047,0.4358138,0.6896262,-0.19760361,-65.49882,3.6554382,-93.83854,60.97698,19.97971,False
20.570377,-62.102474,159.34673,-0.20365739,0.6728258,-0.4345028,-42.19493,-4.068438,-30.093777,25.741997,10.301879,False
28.648434,-92.746796,199.22209,0.19538796,0.8519372,-1.0125291,50.575428,18.066193,-89.743034,37.90868,14.133116,False
29.636658,-97.09304,195.7063,0.2287027,0.9517462,-1.2346675,82.91319,24.728395,-104.59224,39.380928,14.628263,False
33.95899,-110.790344,273.18066,0.2798216,0.78131914,-0.689046,4.422659,12.041653,-89.59208,46.20196,16.22145,False
39.16548,-145.70393,446.40115,-0.44439828,-0.022395488,-0.015751153,-35.128864,2.693919,60.18241,58.601444,19.96955,False
39.020027,-144.32645,441.5364,-0.45804906,0.05452404,-0.029725522,-38.56393,2.1391027,53.411232,58.18435,19.740238,False
21.003418,-62.947506,159.58784,0.0057329834,0.51669323,-0.38610443,-41.29216,-3.3680315,-32.41262,26.24453,10.71466,False
24.395378,-75.57505,187.55339,0.07930529,0.5975785,-0.4944184,-25.11938,1.4659796,-48.911293,31.4624,12.167367,False
35.646755,-120.115746,233.92473,0.37060332,1.1691409,-1.6117691,138.41182,38.398525,-143.58337,48.579674,17.272137,False
27.025326,-84.547966,223.52858,0.12177411,0.5668738,-0.3448688,-46.43328,-1.2242465,-49.397125,35.566765,13.205578,False
34.078236,-110.55247,286.08023,0.2702681,0.70627916,-0.49814293,-23.234015,6.8437433,-79.91177,46.434387,16.199041,False
47.609333,-157.14815,463.6628,0.49646083,0.5973673,0.14859208,-115.10372,-3.614027,-88.87882,67.520676,21.586992,False
43.006187,-151.75624,464.23923,-0.62414765,0.8235476,-0.065773755,-83.824394,-3.1806443,-12.611064,62.90197,19.7815,False
37.45394,-130.48668,346.37198,-0.06584263,0.33153126,0.18739179,18.212671,-3.97705,95.846275,54.60142,16.859362,False
46.57907,-155.88182,410.26718,0.5198752,0.8663049,-0.55218863,-13.660837,15.144302,-122.52946,65.75128,21.42263,False
35.06229,-119.997986,307.62357,-0.038584977,0.41163555,0.14937645,23.649078,-4.9223433,92.63163,50.48179,15.551356,False
36.114548,-118.01139,141.98036,-0.5347143,-0.25749558,-0.3494912,109.92278,-15.9736185,141.25868,47.206074,19.713457,False
32.503437,-112.41854,296.2839,-0.1336596,0.31748882,0.030692786,13.861363,-3.172922,80.57069,46.630936,15.125335,False
40.53631,-131.4724,292.6907,0.32648945,0.8470653,0.504788,64.89266,-12.257337,129.65192,57.995186,15.196035,False
44.896275,-151.03267,371.65176,0.5085915,0.9879142,-0.90272963,36.918106,23.891094,-135.64716,63.06089,20.85448,False
25.700523,-80.05036,205.01562,0.10078588,0.5848912,-0.42658988,-34.770653,0.30701894,-49.48902,33.49765,12.685004,False
31.669502,-103.79152,227.66197,0.2573148,0.90088665,-1.0512824,56.6132,20.78043,-101.39625,42.570538,15.405202,False
31.603252,-103.3888,229.84322,0.2530995,0.8814759,-1.0045989,49.837097,19.457417,-98.72559,42.479828,15.359999,False
49.47746,-167.49055,419.85458,0.59732884,1.0289629,-0.8785639,34.050095,25.720331,-148.94739,70.15103,22.75217,False
43.32147,-140.38618,237.24547,0.001604259,0.36773205,0.24396133,107.24213,-17.355469,159.27602,59.954838,18.897795,False
40.973827,-134.21622,395.23074,0.16423213,0.72252274,0.016226977,-104.92347,-5.430597,-71.15169,57.41111,18.616995,False
41.050804,-133.79344,391.04355,0.37312058,0.56221163,0.054981828,-102.44423,-4.6061354,-72.9473,57.35548,18.892488,False
21.274658,-73.98936,204.52602,-0.3829164,0.16690189,-0.38508776,-8.372841,0.59910184,38.165585,28.931442,11.88434,False
43.353157,-149.54346,284.5534,0.5509031,1.4372907,-2.0687747,205.72893,55.195595,-192.18143,60.38137,20.652216,False
43.003162,-147.66164,449.304,-0.69692004,1.2109976,-0.122358054,-102.587975,-5.944446,-46.487827,61.992943,18.939537,False
32.80191,-106.89688,256.40405,0.26209557,0.8010396,-0.7703496,16.047413,13.65264,-90.19525,44.392273,15.770521,False
47.173332,-167.18637,454.85007,0.025473952,0.29855394,0.4687695,21.502245,-4.62633,122.934456,70.43742,20.591524,False
21.467007,-69.077774,159.31425,-0.18045408,0.43730482,-0.25310454,17.271774,-3.6999393,53.760044,28.394072,10.441672,False
16.000845,-52.04459,130.28996,-0.37914246,0.29908416,-0.5051069,-4.1858926,-0.5632341,24.997395,20.007126,9.335265,False
45.855648,-150.74283,447.0499,0.46063656,0.5696393,0.16939312,-118.36223,-5.142754,-82.20383,64.814125,20.849213,False
41.48709,-149.77264,424.93182,-0.1663416,0.117524356,0.21726328,2.1972823,-1.1714087,97.48382,61.792866,19.492285,False
46.267063,-159.49686,488.8773,-0.7303952,1.2948699,-0.072226554,-113.20661,-6.4070635,-52.82611,67.12944,20.15759,False
35.575592,-125.53437,376.78152,-0.53508687,0.56403196,-0.16985157,-56.330715,-1.6386566,7.8096457,51.368195,17.157171,False
41.276024,-155.28973,479.04205,-0.43156475,-0.15155984,0.043416172,-33.109875,3.7031252,72.12026,62.350876,21.155159,False
37.343437,-136.61798,415.26535,-0.4699062,0.1660222,-0.07802883,-40.598476,1.2740455,43.15071,55.18513,18.779133,False
39.404865,-140.07722,425.60867,-0.5626323,0.6000649,-0.10196945,-65.76546,-1.7362938,5.8297286,57.54002,18.72161,False
37.970764,-124.59421,326.0254,0.3467007,0.74776816,-0.49412128,-23.274895,8.853704,-92.08363,52.454544,17.817707,False
27.04731,-87.785515,248.48195,-0.56931686,0.99243104,-0.395245,-59.958523,-5.0494175,-32.252144,36.435802,12.569317,False
40.331154,-152.26306,469.04346,-0.41477054,-0.21374895,0.034440458,-28.199602,4.107419,77.269356,60.952377,20.884792,False
32.908943,-106.511955,270.97775,0.25046673,0.7140994,-0.5500561,-15.871703,7.6377816,-78.92723,44.613197,15.731934,False
31.465504,-112.84508,320.6312,-0.2916429,0.10644592,-0.09242949,-5.106413,0.19017512,67.39207,45.604065,15.888113,False
34.690765,-111.603714,245.66928,0.1963993,0.7581005,0.2883564,53.473904,-10.196594,108.14432,48.80776,13.540306,False
33.286785,-110.19988,323.36435,-0.63704026,1.1727825,-0.30236438,-81.22585,-6.076305,-46.116127,46.208393,14.854472,False
28.27377,-90.21003,216.09204,0.1669229,0.71253514,-0.6744286,1.513788,8.541454,-70.73531,37.414375,13.849583,False
21.170395,-64.234566,149.33386,0.02120179,0.5967014,-0.58148134,-12.947478,2.1091013,-43.239132,26.453577,10.857887,False
47.392624,-160.38289,391.24017,0.5637528,1.0539259,-0.9986752,51.17297,27.89611,-148.64467,66.89696,21.929747,False
32.548477,-107.17185,233.01817,0.2782972,0.9342067,-1.1102499,65.28193,22.884682,-107.29932,43.914856,15.793291,False
29.626938,-103.859985,304.27744,-0.4759572,0.42101008,-0.2626134,-37.455875,-0.8659687,18.498474,41.983612,14.915769,False
38.89951,-130.26295,114.12014,-0.9735682,-0.9017961,-0.68191445,137.97823,-18.542181,162.98438,49.67517,24.308027,False
17.887503,-52.179184,119.36524,-0.047040462,0.5373893,-0.5240691,-21.725403,-1.2620032,-29.770147,21.391579,9.469795,False
23.076618,-73.70707,201.50539,-0.52291054,0.8600402,-0.4517744,-45.571198,-4.270265,-21.88949,30.257809,11.153311,False
40.7247,-133.49512,372.3508,0.38235557,0.6590394,-0.19611815,-66.091255,2.1384437,-85.14128,56.788044,18.851519,False
17.132511,-55.876766,137.11234,-0.3291613,0.2957104,-0.44639555,2.2430356,-1.010946,34.18664,21.815676,9.623274,False
41.29646,-148.14288,452.94507,-0.5605149,0.53419507,-0.056238145,-66.37264,-1.1877074,12.167308,60.784016,19.675959,False
19.0371,-61.56796,161.68027,-0.4367724,0.51817,-0.47906867,-20.896894,-1.9996934,6.7688055,24.45621,10.162319,False
20.783821,-71.83549,197.2102,-0.38455206,0.18977608,-0.39779714,-8.495369,0.41550058,36.015533,28.076166,11.624146,False
25.914223,-80.69604,166.1683,0.037813634,0.677685,-0.013536066,40.94228,-7.9186745,78.40121,34.849117,10.766637,False
15.783825,-49.026382,107.52507,-0.28186893,0.3870778,-0.44779018,9.317094,-2.2532,34.58857,19.349548,8.635623,False
45.674843,-154.96495,383.85837,0.23526321,0.62768877,0.56596357,49.111248,-9.500741,134.29272,66.99268,18.262157,False
36.946297,-124.05542,369.87155,-0.664124,1.2112617,-0.2380751,-90.4384,-6.1984324,-48.362034,52.097187,16.340786,False
38.570644,-131.08163,328.89038,0.06817874,0.5065602,0.29728878,34.105385,-6.7966356,107.53069,55.86729,16.320318,False
19.317434,-62.784813,165.81013,-0.43607438,0.5063633,-0.47199062,-20.88797,-1.9038184,7.8865843,24.941746,10.3081875,False
28.296585,-90.30416,216.11987,0.16758841,0.71413016,-0.67778015,2.0023339,8.646189,-70.98439,37.44883,13.860347,False
43.17582,-138.67253,257.94928,0.21683478,0.6650721,0.42852023,97.11734,-16.615654,153.7463,60.55704,17.196363,False
46.075073,-154.58167,468.0708,-0.400362,1.2593739,-0.025651485,-123.88304,-7.388377,-78.151245,65.87586,19.9347,False
26.648216,-87.11695,150.9827,0.18435058,1.0117733,-1.4674276,116.23821,29.517056,-107.35021,34.701233,13.472232,False
42.297756,-140.16325,371.12695,0.43093416,0.78934085,-0.47826257,-24.973595,10.773566,-105.01304,59.149494,19.612724,False
30.58086,-96.77175,270.85336,0.1768997,0.53741705,-0.16626588,-71.973,-4.243968,-51.232975,41.1131,14.61345,False
27.123768,-88.17545,167.34476,0.18198657,0.94178295,-1.2793206,89.03672,24.590414,-98.95091,35.483917,13.59919,False
22.850357,-79.89749,224.34026,-0.3956061,0.18894397,-0.3582085,-12.604524,0.50748056,36.72022,31.454208,12.512429,False
34.125443,-112.49634,103.84094,-0.8010843,-0.5923333,-0.61618006,115.9913,-15.964896,138.9901,43.237293,20.837902,False
44.14637,-144.98671,422.34595,0.43437803,0.5982338,0.05059576,-101.37698,-2.7985241,-83.02687,62.141132,20.182602,False
33.359283,-106.2895,162.38593,-0.17204636,0.28188953,-0.082788855,85.38607,-13.657609,121.398506,44.491325,15.711246,False
41.75888,-137.42607,379.46225,0.4062252,0.6929449,-0.25225887,-57.809036,4.2496,-91.389755,58.373093,19.303148,False
24.73191,-79.63062,141.34105,0.13651931,0.92582023,-1.3056175,92.516205,24.012287,-92.72731,31.778685,12.613554,False
42.262653,-153.79506,472.4989,-0.5321324,0.35513514,-0.011663288,-59.63787,0.12983924,28.11925,62.78033,20.478958,False
30.398705,-94.9442,161.8871,-0.0063867867,0.5542897,0.0090069175,69.10814,-11.8744955,105.177444,40.722206,13.11322,False
48.48435,-163.80107,411.53232,0.57591504,1.0061644,-0.84904516,29.633354,24.365595,-144.23257,68.62276,22.327673,False
40.17587,-136.69083,412.40204,-0.68076193,1.2065246,-0.1757026,-96.69428,-6.030292,-46.961327,57.384396,17.736422,False
53.15053,-182.05905,434.5038,0.6929267,1.2187392,-1.2513133,88.59396,37.997505,-180.27467,75.73704,24.421675,False
28.282757,-101.842804,293.50565,-0.35618615,0.067107424,-0.2063326,-10.534274,1.1725388,56.11786,40.573574,14.937369,False
37.747208,-125.90023,375.7172,-0.69121635,1.3323656,-0.24044177,-97.913925,-7.029007,-58.70669,53.123,16.421556,False
26.762905,-83.92953,215.09929,0.12246877,0.6015725,-0.43886885,-32.84333,1.2242444,-53.515717,35.137337,13.131827,False
38.269054,-126.775505,133.23459,-0.74627066,-0.5805043,-0.4954125,125.86604,-17.557804,155.14255,49.60287,22.295622,False
23.240444,-74.70557,204.9673,-0.5173831,0.8258736,-0.44365945,-44.244827,-4.019718,-18.851822,30.605194,11.297728,False
36.508656,-119.94072,134.52919,-0.63186944,-0.39673424,-0.4270114,115.47121,-16.44748,145.13406,47.42216,20.630003,False
41.885784,-158.51974,490.15256,-0.41965383,-0.23258524,0.06687385,-30.409163,4.306422,79.390755,63.536095,21.59252,False
14.486849,-40.453865,74.99397,-0.10415858,0.5630679,-0.68237877,0.74976575,1.2495325,-27.293438,16.093206,8.114088,False
27.29322,-96.28181,279.20767,-0.43626958,0.27713594,-0.28620496,-25.798916,0.06327021,30.366167,38.50675,14.226888,False
37.663715,-121.88991,350.78033,0.31223056,0.56208456,-0.038458854,-89.37004,-3.875405,-67.09567,52.094376,17.51795,False
41.17518,-133.25005,294.5733,0.3541309,0.87624323,0.53686833,67.82783,-12.781087,132.93471,58.939087,15.271741,False
40.06437,-132.39746,343.12503,0.39225858,0.79874825,-0.56362355,-12.910563,11.910026,-102.40589,55.67446,18.715345,False
24.2565,-73.0058,132.16484,0.05071667,0.7264507,-0.04971257,48.24112,-9.077626,78.072914,31.812551,9.901056,False
34.116558,-112.21262,259.87338,0.29811907,0.88056386,-0.93275297,39.770916,18.845835,-102.93502,46.384293,16.378994,False
27.955109,-87.81775,234.54367,0.1385372,0.5671408,-0.31981662,-49.933052,-1.4078547,-51.035957,37.01086,13.58314,False
52.85172,-180.39517,441.67786,0.67662156,1.1486249,-1.0842861,64.341324,33.23023,-170.52293,75.31701,24.234274,False
36.6339,-129.76472,391.0463,-0.538944,0.5539589,-0.1481742,-57.96751,-1.5227405,9.014395,53.120663,17.633009,False
47.010216,-155.23158,453.23773,0.48906833,0.6189333,0.07810387,-104.96704,-1.9967852,-90.687965,66.576515,21.364231,False
21.626373,-68.647606,105.6313,0.07945585,0.91782165,-1.3715748,101.64585,24.13876,-86.323265,26.959898,11.345829,False
26.842304,-83.860855,222.12079,0.11770871,0.5618471,-0.3373634,-47.5452,-1.5305793,-48.41997,35.28566,13.126576,False
22.461548,-68.14056,175.72131,0.03316766,0.5245886,-0.36547926,-44.078964,-3.1421862,-35.9647,28.504477,11.313793,False
16.301922,-48.869587,67.13491,-0.013938665,0.7152438,-1.0351186,66.0165,14.560993,-56.952095,19.046408,9.061404,False
22.632545,-70.161736,152.93105,0.06153509,0.6868528,-0.7663678,14.057107,8.00275,-57.633472,28.66804,11.536245,False
42.62133,-142.74464,349.73175,0.4624715,0.95433795,-0.8817891,33.565804,22.074348,-127.30623,59.54836,19.899687,False
22.543568,-71.70295,194.78247,-0.51871777,0.853106,-0.46094707,-44.164528,-4.242959,-21.445444,29.403156,10.939709,False
32.371964,-111.23791,289.15942,-0.111561894,0.35172415,0.04152149,16.747726,-3.6826844,81.82359,46.312103,14.892012,False
41.532326,-149.54771,422.16476,-0.15241969,0.13691145,0.22704014,3.9077494,-1.4743451,98.54645,61.80606,19.403902,False
49.970795,-160.16516,340.67972,0.651542,1.1572776,0.9263684,97.77815,-18.14097,172.3515,72.30752,16.966509,False
32.684505,-106.31588,257.95126,0.25699273,0.7818011,-0.7255027,9.530034,12.352318,-87.45853,44.222004,15.704726,False
35.410603,-110.92448,220.59999,0.2912908,0.8858396,0.3562511,70.6344,-13.072594,119.42786,49.3017,13.118198,False
29.73767,-98.049736,282.95724,-0.58782685,1.0133077,-0.34689984,-66.372734,-5.0863814,-33.256115,40.782345,13.678078,False
22.487228,-68.22851,176.06688,0.03358808,0.52432656,-0.3641099,-44.27346,-3.1658654,-35.97442,28.544533,11.32397,False
31.331097,-112.07457,332.3645,-0.4571426,0.27168941,-0.20828131,-33.643986,0.27010733,32.07516,45.11615,15.97079,False
28.497005,-89.48872,245.06529,0.14412513,0.5404943,-0.23820785,-61.688828,-3.3626645,-48.459072,37.86934,13.77789,False
42.71371,-144.06,436.48358,-0.7394594,1.4457227,-0.16212365,-113.37875,-7.630925,-67.1007,60.97227,18.306034,False
38.053192,-134.54268,367.8878,-0.12138665,0.24095243,0.16632614,10.733109,-2.6578517,93.27174,55.851883,17.568708,False
42.71766,-144.30476,329.52533,0.48595986,1.0939167,-1.2280161,83.76723,31.67152,-145.85678,59.61019,20.070433,False
23.558655,-80.35262,210.581,-0.27598977,0.26346964,-0.2648746,3.5131357,-1.280136,51.5965,32.318214,12.147303,False
28.798195,-89.31529,152.56903,-0.00722,0.57759607,-0.019954115,64.378365,-11.195191,98.47379,38.3408,12.395643,False
41.804882,-138.75822,359.55014,0.427903,0.8266847,-0.5852858,-9.527365,13.455657,-109.08493,58.360428,19.447964,False
32.414497,-103.388626,289.31873,0.21690759,0.55576265,-0.16795424,-71.32784,-3.1651607,-57.22001,43.94475,15.381945,False
24.310257,-74.89406,193.21439,0.070970595,0.5539609,-0.3877342,-40.596664,-1.5216265,-43.018486,31.357584,12.09167,False
30.085693,-100.343735,171.81038,0.26656222,1.1428459,-1.6999618,150.42332,37.800232,-130.53915,39.958214,14.9907465,False
25.46653,-79.86011,191.18591,0.10783547,0.65710545,-0.6135675,-7.698784,5.3342423,-58.59748,33.088764,12.658164,False
46.249702,-156.91808,368.00967,0.5530318,1.1169338,-1.1877974,78.42851,32.487072,-154.97423,65.08205,21.52539,False
32.893364,-110.702896,196.58665,0.32580066,1.1991578,-1.7630147,159.95377,41.06809,-142.79388,44.28395,16.18318,False
34.41317,-110.419174,312.964,0.25295416,0.55657816,-0.11466977,-78.77397,-3.5452094,-60.770695,47.048775,16.193743,False
28.294392,-88.74103,243.27907,0.13984251,0.53642476,-0.23363015,-62.380707,-3.5992804,-47.573215,37.55717,13.691829,False
49.024014,-159.50304,287.2849,0.17281401,0.515347,0.49342763,116.51945,-19.246054,179.3169,69.079575,20.176113,False
39.91853,-149.69559,460.1321,-0.42963392,-0.12269607,0.013259113,-31.781673,3.4407742,69.182755,60.06577,20.510227,False
43.69321,-145.28972,435.349,-0.19773853,1.0574329,-0.020460159,-115.33497,-6.624511,-74.579636,61.974365,19.248716,False
32.81058,-107.936325,238.87265,0.2802239,0.91631746,-1.0582592,57.783497,21.5945,-105.39416,44.333267,15.882769,False
17.352901,-50.112152,116.30078,-0.060005486,0.5158591,-0.48505452,-27.455631,-2.6288927,-26.013386,20.574728,9.232557,False
31.83099,-101.555725,278.57645,0.2102956,0.58062613,-0.24624005,-60.06049,-1.3247863,-59.489037,43.02276,15.168613,False
